number,values0,values1,values2,values3,values4,values5,univ3_sqrtPriceX96,univ3_liquidity,univ3_feeGrowthGlobal0X128,univ3_feeGrowthGlobal1X128,univ3_observation0_tick_cumulatives,univ3_observation1_tick_cumulatives,_token_ids0,_token_ids1,_positions_liquidated_cumulative0,_positions_liquidated_cumulative1,_positions_settled_cumulative0,_positions_settled_cumulative1,_sizes_liquidated_cumulative0,_sizes_liquidated_cumulative1,_sizes_settled_cumulative0,_sizes_settled_cumulative1,_net_liquidity_liquidated_cumulative0,_net_liquidity_liquidated_cumulative1,_net_liquidity_settled_cumulative0,_net_liquidity_settled_cumulative1
18278982,75053324734908496,1954963311819437087965217243265205,24787497316695822,99840821942244356,4046216529268,2463582869081980433851,1956166210611587630968154243965000,31979873116778148972,2450623524998677937154871518378937,1186805017060853367471597953208585929825993,15217437477539,15226176071987,13,14,4,0,3,5,708993764134025008243,0,572251079846655296442,49872797157,5383804994499023,0,74488956676836,4147125356625
18281382,75096488426208451,1956087624875416389207794555687016,24787497316695822,99883985633497032,4045639134825,2466065373985426371040,1954008926672863333388058647846170,24445345002252152472,2450797943172736715718346185352457,1186906277193973093075404156310988781105678,15223299178415,15232037454803,13,14,4,0,3,5,708993764134025008243,0,572251079846655296442,49872797157,5383804994499023,0,74488956676836,4147125356625
18283782,75139813284731050,1957216135960043318207595383114655,24787497316695822,99927310491972175,4045060251553,2468558380143738983238,1956962215247414844825425924754392,31696554004205490421,2450856965861155275659404507738785,1186948617350869011171746033882155362608880,15229166348975,15237904774511,13,14,4,0,3,5,708993764134025008243,0,572251079846655296442,49872797157,5383804994499023,0,74488956676836,4147125356625
18286182,75183242830048414,1958347373890465825348168675051175,24787497316695822,99970740037241969,4044480639104,2471058648906204847461,1969256808115552550055982885931771,23860368031640953011,2451102766656805097612444694746765,1187126036899267472566900669249206041632103,15235037619323,15243778789823,13,14,4,0,3,5,708993764134025008243,0,572251079846655296442,49872797157,5383804994499023,0,74488956676836,4147125356625
18288582,75027343584090274,1968772065375651103470559794240294,24996172611926045,100023516086456244,4025188861176,2485524062434399736324,1966012901322040385962738192979029,34957175166487848606,2451194932829486810545417703265939,1187176059292416987350102996020612192046372,15240900408419,15249645348119,15,14,4,0,4,5,708993764134025008243,0,770633430198825748844,49872797157,5383804994499023,0,76208217302549,4147125356625
18290982,75071026492252757,1969918336657777416231441457600443,24996172611926045,100067198994570879,4024603536479,2488057326356614580612,1960054889993681654152499852416278,32066328776026485402,2451263154471132988065769793447123,1187205122883140339518257029718988573917997,15246774077459,15255517411883,15,14,4,0,4,5,708993764134025008243,0,770633430198825748844,49872797157,5383804994499023,0,76208217302549,4147125356625
18293382,75114933078528397,1960085938918904726100987581493576,24996172611926045,100111105580798427,4046566931046,2476724994640889799491,1953355264077540204369660965145640,23094824916264359376,2451624934910859083010820471057001,1187411667420512904556845004672118544643125,15252572104211,15261378147275,15,14,4,0,4,5,708993764134025008243,0,770633430198825748844,49872797157,5383804994499023,0,76208217302549,4147125356625
18295782,76175075792053493,1953504087251629553663582875689619,25354569054529900,101529644735373590,4117732461172,2503384777250754428843,1954596644973250799184729760252206,29214320235666830952,2451780962945395481732555976809595,1187508970270726259701482578261085163903196,15258511472855,15267249084191,16,14,5,0,4,5,895833589441367151158,0,770633430198825748844,49872797157,6753969051887408,0,76208217302549,4147125356625
18298182,76220000642294709,1954656181655906312363081781583879,25354569054529900,101574569585565598,4117126368292,2505969519408175226257,1956161491674735374800326152927308,37050164400535616271,2451807098409692380636378265165346,1187528261657891708643763848649992664852272,15264382591331,15273121150967,16,14,5,0,4,5,895833589441367151158,0,770633430198825748844,49872797157,6753969051887408,0,76208217302549,4147125356625
18300582,76264982779813509,1955809745188106400770553537288996,25354569054529900,101619551723035127,4116520217954,2508558866624932768567,1959771584340271545332706376604376,26585222749508648495,2451846638769901736617862714175875,1187560136502135935697106214477606517346864,15270234814271,15278973980951,16,14,5,0,4,5,895833589441367151158,0,770633430198825748844,49872797157,6753969051887408,0,76208217302549,4147125356625
18302982,76281667116054647,1963371390727008013582287698828798,25383114658456884,101664781663153707,4102491195312,2519378430946274337733,1958119943034003929328491640564099,27271229717359196515,2451941021492345089834333819344537,1187614370676586490647532382315748965958891,15276094803887,15284834840495,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18305382,76326873956032699,1958140966656559577494914956504904,25383114658456884,101709988503082242,4115278540035,2513784100069158581902,1967594863398830240694703339197409,24648560225342875010,2452113387879765948250440334104099,1187740823298556763947650490764002534492926,15281967697967,15290708771735,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18307782,76372456817375476,1967573288526024688841296980408039,25383114658456884,101755571364375090,4097385846718,2527024959580524760127,1958163111909025759919706422551889,27355625119713409660,2452234269917033848607067165986471,1187794730460363074648144985694307311109985,15287847995147,15296590111847,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18310182,76418029435215483,1958197670602912829462844685789589,25383114658456884,101801143982165180,4118847499738,2516109886742570256441,1960042468537333683075178325227368,31993087484141828546,2452301108517102008556417534666905,1187839738032325996760867366393613506231979,15293700771395,15302441745863,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18312582,76463594068448851,1959365255782992600137205670601941,25383114658456884,101846708615348639,4118235514233,2518736973621474405154,1985338448525767873151263494049114,23697877426904234927,2452449482703818252480145143311153,1187986382385537013313991456530458833021225,15299566724123,15308310092531,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18314982,76510063415150891,1985270019024515160175153395958536,25383114658456884,101893177961999779,4066353284594,2553201600689248353263,1991825928815342671528240069631794,27550067950699256171,2452838993641436258361986404641493,1188247116601493718769064728409665927988135,15305370056819,15314189820191,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18317382,76556368019904809,1991813717650203711759800516707282,25383114658456884,101939482566702977,4054835961739,2562781381052052143646,1989636009323893461191139508305660,22075405892152328556,2452983238549951653289413343923314,1188333686556996377905416882750404533972534,15311242063475,15320092309559,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18319782,76602642143888257,1993017659755953997312357945501046,25383114658456884,101985756690635739,4054226045450,2565494486779443972955,1990940535737497063180326975999356,22082326857556997692,2453061760939399686419082323915116,1188385933556473538718291492867500971151687,15317208003791,15325961740619,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18322182,76649016614798804,1994224212648907090944066084799158,25383114658456884,102032131161495490,4053615545366,2568214886894410526587,2003874631897043987726890119519949,20252073629355402568,2453333931516348772495167138286196,1188586955030221274818633552381573598360568,15323080653479,15331836671255,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18324582,76695947382017144,2003846884980142353101479153758866,25383114658456884,102079061928662425,4036005229944,2581794197620292639670,2006234604689905941115358286980188,27627634893252520274,2453526860834112367307586802834300,1188715482352545512230627984132393568869765,15328902248939,15337714910255,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18326982,76742850752748692,2005072336604950346027550377528132,25383114658456884,102125965299342598,4035391854920,2584560103030559397890,1997539266218918388888325706090911,28198128085642231037,2453685049830149117401424205433149,1188797903478242355665707130488884596628843,15334853744171,15343613235107,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18329382,76789981846301259,1997567302756982155075963103926193,25383114658456884,102173096392843540,4052422501322,2576074341482242743307,2003939210402413916487139245515670,20885170973542646844,2453947721497495432199481247550208,1188980116411731933703700812109222216022476,15340669486187,15349521326051,16,17,5,0,4,6,895833589441367151158,0,770633430198825748844,60302383829,6753969051887408,0,76208217302549,4171613250498
18331782,77983740308732509,2004019422821302726178939041268661,25955187968212836,103938928163096550,4109186866298,2629060478192609713785,2005379654775134692562640662159709,29156776661690070294,2454076332229908581928424569340920,1189065521128594707548331877265964881050573,15346659113939,15355419735527,18,17,6,0,4,6,1100167720228665749080,0,770633430198825748844,60302383829,8467651896574293,0,76208217302549,4171613250498
18334182,78031895563152538,2005256912390110098640160059702847,25955187968212836,103987083417463833,4108553618979,2631902737673791119906,2011519097563113858309441494172063,27677745587365224138,2454184936306355199710647678223660,1189148710526694455135758752509517668993731,15352536092171,15361297389971,18,17,6,0,4,6,1100167720228665749080,0,770633430198825748844,60302383829,8467651896574293,0,76208217302549,4171613250498
18336582,78080325017830042,2011507445592335291430613894391657,25955187968212836,104035512872088290,4097694263645,2641336137393643623966,2024910095533220768169402833257014,24868412505473718572,2454471889731325068222703586389304,1189364324783240869117853738088682728969499,15358359279143,15367183247735,18,17,6,0,4,6,1100167720228665749080,0,770633430198825748844,60302383829,8467651896574293,0,76208217302549,4171613250498
18338982,78129249823323603,2024877881011526369926335344697955,25955187968212836,104084437677528261,4072551150295,2660143425297848076658,2020121178633425846912883001470922,27442246460002128756,2454552898651696030234269821967293,1189406694554487124701822713923213052283167,15364318759451,15373086119591,18,17,6,0,4,6,1100167720228665749080,0,770633430198825748844,60302383829,8467651896574293,0,76208217302549,4171613250498
18341382,78177981842286781,2020141210717606906263212661397100,25955187968212836,104133169696438061,4084011379038,2655163275666657719769,2016559593669864079466999712913528,27249224435889195173,2454629314238504944057801935446497,1189448501578755897298453704849137408317699,15370212901019,15378978220859,18,17,6,0,4,6,1100167720228665749080,0,770633430198825748844,60302383829,8467651896574293,0,76208217302549,4171613250498
18343782,78226697070789217,2021400026030668168813459648296446,25955187968212836,104181884924887137,4083377462935,2658060697307923294100,2015442935869221848802302426260122,23128086866836769088,2454770310803824369967619403498101,1189537065157505707202096087263019928772390,15376105406603,15384870208703,18,17,6,0,4,6,1100167720228665749080,0,770633430198825748844,60302383829,8467651896574293,0,76208217302549,4171613250498
18346182,78275675100242286,2015470784052098949625699230362088,25955187968212836,104230862954286559,4097315532672,2651509922915109548751,2009886258730738797045264398055514,24247676245314281401,2454971038380854964476666053614457,1189654094360336405602098112206626127199786,15381975276563,15390738721655,18,17,6,0,4,6,1100167720228665749080,0,770633430198825748844,60302383829,8467651896574293,0,76208217302549,4171613250498
18348582,78324835996683705,2009911630749310999129428152928683,25955187968212836,104280023850674129,4110586032855,2645443566289322738789,2014463763494948917966649121263496,30243711145028392242,2454993240343273208625056461204840,1189678269757869804604236745062601739600736,15387873808835,15396637328459,18,17,6,0,4,6,1100167720228665749080,0,770633430198825748844,60302383829,8467651896574293,0,76208217302549,4171613250498
18350982,78374012668117629,2011173564625313831614713561174386,25955187968212836,104329200522054188,4109944064168,2648352851432997387376,2009226277217531686955788110096225,29199903572707766398,2455045497597903422355327545881190,1189700673397087385077454375551982621752421,15393754876439,15402518119247,18,17,6,0,4,6,1100167720228665749080,0,770633430198825748844,60302383829,8467651896574293,0,76208217302549,4171613250498
18353382,78389962535416296,2009255365763171277427558204526489,25989114386624690,104379076807710077,4115834453560,2647091810459931438336,2010109148269450686705513946974458,37139406933353362597,2455086834649315172591992679362204,1189729148831253577745878962511359446146930,15399626591903,15408388771787,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18355782,78439215733583187,2010517801022699711982560549551832,25989114386624690,104428330005823019,4115190970498,2650004868786140815724,2009411676567709527093326044054217,37209425474332987570,2455114031363952447123581347852803,1189745131001053566890378996130821305909649,15405506919107,15414269092391,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18358182,78488502946776631,2011781108139700808474807597025456,25989114386624690,104477617218962477,4114547851471,2652921510160199034685,2004575985906961670074208675020996,28993566929557115533,2455205123867071893873183355444727,1189793261812672061361559955612353096712487,15411382612151,15420144378071,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18360582,78537996462791511,2004602975753023917082052132267528,25989114386624690,104527110734923145,4131237465285,2644708025234938133544,2004702296137341938260745958960976,29281457430028060301,2455325640877407426139881261853732,1189870768329152034885688716621495332866688,15417262940003,15426023721635,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18362982,78587519995078446,2005867013857678443210875536329159,25989114386624690,104576634267155834,4130590172565,2647629510011414949477,1989868127213152038113739147293164,28883898001005487378,2455571068389305780994360341903097,1189994271907738150059691304964271995394442,15423130408559,15431887235063,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18365382,78637437035553777,1989923135262476332674554555002355,25989114386624690,104626551307576489,4165673167677,2627838238356071655172,1985391746786200054738716714877989,23876338491574761573,2456253785817855495270379905328547,1190412501635448457523901183189825872253145,15428954449043,15437749867667,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18367782,78687786358872288,1985413635212430563411888643372579,25989114386624690,104676900630839850,4177143919827,2623144841543291996605,1987052512717218804882994141123910,27433151787281149291,2456526731072411692109438407384341,1190587294079220347381778956684523736790009,15434866014671,15443618128943,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18370182,78738316956775881,1986688599761765840886005337339303,25989114386624690,104727431228688095,4176478358049,2626096417002091319888,1993633038517255783801685236977704,25269567326361259122,2456664294414453074857601154264846,1190688192098373295426505010768327123727295,15440739808775,15449492564783,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18372582,78789151113983829,1993618207716211473819999636185324,25989114386624690,104778265385840362,4163981551644,2636535431558496514189,2003656216892655696941376175444284,23043136262671414073,2456877287226073067764627396789158,1190845415156505894949135612943897945128344,15446623384187,15455379668315,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18374982,78840276984558163,2003630619369425213122698731117662,25989114386624690,104829391256358696,4145195210354,2651069663432898993406,1998600814902700842712469678267983,24539791059194700223,2457024545372504291529866777866488,1190928588344456093102668952023606963337292,15452498905007,15461258051627,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18377382,78891353573152543,1998624161193079617531693354579763,25989114386624690,104880467844897129,4157603471593,2645733921120607099317,1994771411386136370659263890457358,25721306477749779874,2457363963074369658482000609559165,1191135644904562945662691582206237707746552,15458394470963,15467151385199,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18379782,78942691889970849,1994789692020901345700148599937298,25989114386624690,104931806161659202,4167634425195,2641950521807537863491,2004581575614867326052897349810802,28191239915671869106,2457593268977479840825320405916257,1191302432404370711492685249597220162692923,15464269480043,15473026409579,18,19,6,0,4,7,1100167720228665749080,0,770633430198825748844,70869807545,8467651896574293,0,76208217302549,4552515501825
18382182,78753337319556439,2004186796458525968036812052913653,26238617130332931,104991954334887150,4150471221262,2655917819304119507786,2012010856925896350818328762771599,28334740691344238642,2457702331037706856910244049188745,1191388538719465578168184872596128100133089,15470148248939,15478908837155,20,19,6,0,5,7,1100167720228665749080,0,987758078527773599020,70869807545,8467651896574293,0,77434115054346,4552515501825
18384582,78804979917578201,2011995985213024930615174891646785,26238617130332931,105043596932852346,4136395514724,2667577898997504933799,2009548381331707689169952679541729,30080048261289692545,2457806631983649440993393329547645,1191450478382480630577937358341249120453324,15476063230103,15484826342831,20,19,6,0,5,7,1100167720228665749080,0,987758078527773599020,70869807545,8467651896574293,0,77434115054346,4552515501825
18386982,78856508094205879,2013311568119189851562853941342460,26238617130332931,105095125109423583,4135720364138,2670631558540074025933,2001985803317069893417805142168753,25594664354717961012,2457997248039921461500682053258687,1191556142817970604012055549745678056130360,15481932121607,15490693000571,20,19,6,0,5,7,1100167720228665749080,0,987758078527773599020,70869807545,8467651896574293,0,77434115054346,4552515501825
18389382,78908361441194831,2002030682671094979807036146771867,26238617130332931,105146978456355738,4161076036012,2656977902546720870702,1990471106009238729369709174878273,25916776134610653491,2458180973697941159898061773190060,1191647767488476281529819620659850919020621,15487797639647,15496555517243,20,19,6,0,5,7,1100167720228665749080,0,987758078527773599020,70869807545,8467651896574293,0,77434115054346,4552515501825
18391782,78960364730902555,1990516330773433973199906516223019,26238617130332931,105198981746006500,4187216097277,2643003251633680464600,1976521510675938241578034786488346,23971550465562493735,2458603200101895603401223919157867,1191880308358976939426692810033218604232417,15493620032627,15502436891831,20,19,6,0,5,7,1100167720228665749080,0,987758078527773599020,70869807545,8467651896574293,0,77434115054346,4552515501825
18394182,80109282507017852,1976593740409686415039897227715859,26661804945389981,106771087335456852,4279724703309,2663737946036594000027,1976204998934446949355151414493133,25389659313617029922,2458777980977120949784877824470399,1191988422185995842756815095511514109131880,15499497388823,15508302873815,21,19,7,0,5,7,1301013652058013147447,0,987758078527773599020,70869807545,9982948680929322,0,77434115054346,4552515501825
18396582,80162311919347944,1977902173105486451741538916186516,26661804945389981,106824116747728859,4279017737688,2666825102972274618830,1980784928714629467635133957962258,31126500689412095551,2458859098058600959144992788255001,1192048872009395193822270743316215898982273,15505428246239,15514176944543,21,19,7,0,5,7,1301013652058013147447,0,987758078527773599020,70869807545,9982948680929322,0,77434115054346,4552515501825
18398982,80215466129993955,1979213685039576227916045334745201,26661804945389981,106877270958316648,4278310046344,2669921282880926526501,1976701963549776037267655811269426,36059938983350534414,2458919150966996167303449522296076,1192077506096062086422415556356977190140227,15511311221651,15520060238963,21,19,7,0,5,7,1301013652058013147447,0,987758078527773599020,70869807545,9982948680929322,0,77434115054346,4552515501825
18401382,80268642068312026,1980525733076090635195555103217665,26661804945389981,106930446896576473,4277603003565,2673020489271945860811,1960368824494299849660682209545323,27512719189020820657,2459255762472471165746757748016851,1192249339653753067475189460452998157701397,15517117496627,15525922766051,21,19,7,0,5,7,1301013652058013147447,0,987758078527773599020,70869807545,9982948680929322,0,77434115054346,4552515501825
18403782,80290593120090221,1960456274957941117723357769397425,26694378901647710,106984971904552673,4323596934504,2647282895885886329619,1957673369262632411843900324313723,23893161535481925211,2459407189299191273653658051703745,1192336182059049697908434464845734062571285,15523035774047,15531777184079,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18406182,80344115952918817,1961763142542234633902760071132785,26694378901647710,107038494737322643,4322878268240,2650372886927356143074,1959443381580689266658509703519711,50045969271584277944,2459574610288796062503225471296863,1192442308080352394221660366708511173406107,15528909439715,15537650319419,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18408582,80397789017360652,1963073678333442887108353287328328,26694378901647710,107092167801705688,4322158545674,2653473324328917030487,1957815959501029870834496381394796,38782570631177530694,2459687553167591016164083149189821,1192507937581651548614110983536267114104844,15534792453551,15543533336855,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18410982,80451676428571587,1957832782691003719316958199398431,26694378901647710,107146055212857598,4335909149247,2647720870643502953537,1924465862393821062841241629434184,64031375714897441393,2460256315167095898896705191830371,1192775199206926815322331786917576476757502,15540600623579,15549399690047,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18413382,80506242134174879,1924525648677181303055255109777140,26694378901647710,107200620918401121,4413195647244,2604002642045852772335,1939357899430985953426811652159306,24663831727574672450,2460443775727558741285859001778073,1192918902285681472369298701450337220205676,15546461645039,15555291715775,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18415782,80560984489203770,1939320289797565600490074460754792,26694378901647710,107255363273370051,4381764784627,2625360674598582928852,1910972915760063867559493756673713,15526285521967232006,2461041354663975288511926022617001,1193210369229278042512641877742507000221429,15552357457415,15561137735771,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18418182,80616034951105447,1911138309493007558715725520481900,26694378901647710,107310413735211429,4448661228051,2588537158866752985333,1861536744577867186325843266993426,14174478431905992406,2462954348791596296597933674745104,1194175592949308215465055438999887643882179,15558220615727,15566979681527,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18420582,80672412335630475,1861841883484006223279935204357034,26694378901647710,107366791119674704,4568848542362,2523092575394497885056,1852971899976667296844682442768796,17040641059564469655,2463834724855528025452596843160775,1194639278081583703001723877057739046105828,15564052625735,15572825870999,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18422982,80728806441745833,1853024607146672962981576490418025,26694378901647710,107423185225728291,4592999760520,2512462731487819536340,1875955722794725294308499958650040,17105061035870936762,2464907794509953622001224103512386,1195292098728913183120524584984293008238443,15569904735431,15578675897231,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18425382,80786328703992714,1875863677172553120688524048590671,26694378901647710,107480707487912166,4539508421441,2544791508159522380429,1875878301841472805832926956088460,18474940386124436350,2465267525396494075382409525160123,1195492882689939001614241035548959157502858,15575750047451,15584530002023,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18427782,80843396985465126,1877188806288458423572605189453697,26694378901647710,107537775769322068,4538712540013,2547941319363362824214,1871558148983304244390142894724100,15988972928691032992,2465657042902602362028682884582496,1195702257610965411047203057858724260999520,15581593261235,15590399907503,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18430182,80900790079143505,1871596507629864806875759576314222,26694378901647710,107595168862937582,4554703692633,2541706583760083918548,1871354443732065800351727739268536,17557252100960617773,2466241553915891571957449694356363,1196027017426702465192215027400762990682812,15587465277947,15596243807939,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18432582,80958398837738650,1872929255447161609604427981984250,26694378901647710,107652777621469626,4553899585742,2544878364446442435465,1869189027980820788271134283702135,18396638525013847061,2466557464816086755781708468102121,1196198364186137261538255931715619585720033,15593316680087,15602091974207,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18434982,81016272429580478,1869213746819841573026269455964791,26694378901647710,107710651213248062,4565404568289,2541195245951489252843,1863646245181530656640284821710423,19321966899580960591,2467303050305438102737458795773005,1196593181133165613567028555918913717180567,15599175669395,15607937499155,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18437382,81074544332706381,1863678433047873677527984684944276,26694378901647710,107768923116310137,4581441520832,2535040715206552606390,1865104864997580050529272972790214,19581781767912759167,2467860798401056503803065826587539,1196909360002757297425031051030073553758312,15605003283323,15613777645247,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18439782,81133020043472936,1865022627109150814739383175160316,26694378901647710,107827398827012642,4580623609376,2538245647164856205919,1870765380304852028686572502560476,19941707714690047699,2468108966396558631046417308538243,1197060095775559996245560051482957320008487,15610858235699,15619614109715,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18442182,81191687141149992,1866371220623553518111133836414813,26694378901647710,107886065924625437,4579804204891,2541463062604336605088,1878240642737335758887595999926094,26018923092307166880,2468333808800029748968440933915853,1197202062487519778852816166471933251098185,15616747588583,15625449405851,21,22,7,0,5,8,1301013652058013147447,0,987758078527773599020,81423123332,9982948680929322,0,77434115054346,5098042448801
18444582,80999323333134685,1877867124288293378909445764796325,26980961646351753,107980284861210971,4555742760853,2559350369581593524340,1878801285039523582820188573723963,26357565827003269099,2468637663151402674541276636822123,1197374988273994292539334873395621983575620,15622529274875,15631286770979,23,22,7,0,6,8,1301013652058013147447,0,1205818703499849782465,81423123332,9982948680929322,0,105553279991165,5098042448801
18446982,81058084683922681,1879229432074121634727170502129761,26980961646351753,108039046211934603,4554917544962,2562600835506311823163,1873626369599447183066263433582384,25378753511443075098,2468778328340189634943637463435503,1197442784383166683951964354569693635338477,15628421483399,15637124739359,23,22,7,0,6,8,1301013652058013147447,0,1205818703499849782465,81423123332,9982948680929322,0,105553279991165,5098042448801
18449382,81117039348110435,1873651942325900693568677494863195,26980961646351753,108098000876057781,4570969552778,2556389330201964177917,1874549296238668242476487307822447,20830054780022833527,2468905575599365445851653693563145,1197515903178022753327970990144240996280426,15634262918195,15642964617647,23,22,7,0,6,8,1301013652058013147447,0,1205818703499849782465,81423123332,9982948680929322,0,105553279991165,5098042448801
18451782,81175997508396921,1875013765592929355521023195932599,26980961646351753,108156959036279688,4570140915666,2559642690201017573195,1878812126505101533855286798993620,19777874350379059347,2468969478781182444600446584691830,1197560909380037192177087807748129296585130,15640124387819,15648826976171,23,22,7,0,6,8,1301013652058013147447,0,1205818703499849782465,81423123332,9982948680929322,0,105553279991165,5098042448801
18454182,81221391304264092,1878836607093403994700570247402005,26996371999505628,108217763185234133,4563406150486,2566303301222922665526,1877561453488528383149188300836688,24634563266568526438,2469073531476056003219567175077323,1197616842379739814792977181745905049782130,15645966880739,15654671204363,23,24,7,0,6,9,1301013652058013147447,0,1205818703499849782465,92517458308,9982948680929322,0,105553279991165,6592713010808
18456582,81280479286814797,1880203447317054934656877302846519,26996371999505628,108276851167720116,4562578572595,2569572515247085244185,1869999135028524187869083130473049,20758304971392052761,2469193865266282771429545034908867,1197667776631220045988617648040101405486679,15651813220307,15660515807627,23,24,7,0,6,9,1301013652058013147447,0,1205818703499849782465,92517458308,9982948680929322,0,105553279991165,6592713010808
18458982,81339829139990554,1870049751063772389009314188582068,26996371999505628,108336201020830865,4589866197823,2557096862037211457001,1864978585351151785888397069908694,20093502891878596807,2469363423413229994343321122102785,1197751288633425762330249962918598334384296,15657673539863,15666373681667,23,24,7,0,6,9,1301013652058013147447,0,1205818703499849782465,92517458308,9982948680929322,0,105553279991165,6592713010808
18461382,81399224842475498,1865007646399144270749076467938477,26996371999505628,108395596723250750,4604798253562,2551600470204818717345,1872838549171219172406003404128242,23304107747866636303,2469495355571421891157907242113254,1197841971063503718674181481466641176374750,15663531860111,15672232721279,23,24,7,0,6,9,1301013652058013147447,0,1205818703499849782465,92517458308,9982948680929322,0,105553279991165,6592713010808
18463782,81458834713878958,1872819166332359993918694114092097,26996371999505628,108455206594588917,4588113411089,2563696836491852884885,1857242247017060830034802270333374,23507163301901430360,2469885750878211893084701839545023,1198023759063724927107257381906807359601155,15669385026671,15678083289323,23,24,7,0,6,9,1301013652058013147447,0,1205818703499849782465,92517458308,9982948680929322,0,105553279991165,6592713010808
18466182,81518666075865911,1857308642104755277115815294031967,26996371999505628,108515037956510334,4628981348364,2543867122485209813424,1861797219345736380086378116778900,24503113386680354914,2470109152807782436911136920871883,1198156237992809479979498433184913639696417,15675223586159,15683920306691,23,24,7,0,6,9,1301013652058013147447,0,1205818703499849782465,92517458308,9982948680929322,0,105553279991165,6592713010808
